Molecule ChEMBL ID,AlogP,Smiles
CHEMBL34704,3.12,N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(\N)Sc1ccccc1N
CHEMBL1256137,-0.13,Cl.NCCS
CHEMBL1519697,4.18,Oc1[nH]c2ccc(Br)cc2c1N=NC(S)=NCC1CCCO1
CHEMBL1541889,2.91,O=C(NNc1ccc(O)cc1)c1ccc(Br)cc1
CHEMBL3196200,4.22,CC(/C=C\C=C\c1ccccc1)=N\NC(=O)c1cncc(Br)c1
CHEMBL3192095,3.63,COc1ccc(/N=C/c2[nH]c3ccccc3c2O)cc1
CHEMBL1572615,4.88,CCOC(=O)c1c(C)[nH]c(N=Nc2ccccc2Cl)c1C
CHEMBL1987173,3.34,O=C(/C=C/c1ccncc1)c1cc(Cl)ccc1O
CHEMBL1999014,3.93,O=[N+]([O-])c1ccc(-c2ccc(/C=N/Nc3nc(NCc4ccccc4)nc(N4CCOCC4)n3)o2)cc1
CHEMBL3194256,2.02,O=[N+]([O-])c1ccc(/C=N/Nc2nc(N3CCCC3)nc(N3CCCC3)n2)o1
CHEMBL1460981,4.11,CCOc1ccc(C(=O)NC(=S)Nc2ccc(N3CCCCC3)cc2)cc1[N+](=O)[O-]
CHEMBL1556956,2.67,N#Cc1c(N/C=C2\C(=O)NC(=O)N(Cc3ccco3)C2=O)sc2c1CCCC2
CHEMBL1319070,3.21,N#C/C(=C\c1cc([N+](=O)[O-])c(N2CCOCC2)cc1N1CCOCC1)c1nc2ccccc2[nH]1
CHEMBL1497208,1.34,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccccc1
CHEMBL1342429,3.9,CCOc1ccc(N2CSC3=C(C#N)C(c4ccco4)CC(=O)N3C2)cc1
CHEMBL1576094,2.87,N#C/C(=C\c1ccc([N+](=O)[O-])o1)C(=O)Nc1ccc(F)cc1
CHEMBL1477915,5.21,O=[N+]([O-])c1ccc(/C=C/C2=NN(c3ccccc3)C(c3ccco3)C2)cc1
CHEMBL284328,4.13,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-]
CHEMBL1430289,5.41,CCC(/C=C1\Sc2ccc(OC)cc2N1CCCS(=O)(=O)[O-])=C\c1sc2ccc(OC)cc2[n+]1CC
CHEMBL1981008,3.28,CC(/N=C/c1cccc(O)c1O)c1ccccc1
CHEMBL3195007,4.4,N#C/C(=N\Nc1cccc(C(F)(F)F)c1)C(=O)c1csc(-c2cccnc2)n1
CHEMBL1327816,3.56,O=C1C(=O)c2c(C(=O)c3ccccc3)coc2-c2ccccc21
CHEMBL1585645,4.42,COc1ccc(NC(=O)CSc2nc3c(c(-c4cccs4)c2C#N)CN(C)CC3)cc1OC
CHEMBL1350152,3.56,CN(C)c1ccc(N/C=C/C(=O)c2ccccc2)cc1
CHEMBL1530440,3.64,CCCC1Nc2ccc(C(=O)O)cc2C2C=CCC12
CHEMBL1546396,5.11,Nc1c(C(=O)NC2CC2)sc2nc3c(c(-c4ccco4)c12)CC/C3=C/c1ccco1
CHEMBL3191450,3.56,O=[N+]([O-])c1ccc(-c2csc(N/N=C/c3cccnc3)n2)cc1
CHEMBL3192197,2.7,O=C(Cc1cccs1)N/N=C/C=C/c1ccco1
CHEMBL1300485,1.61,CCOC(=O)CC1=CC(C)(CC(=O)OCC)C(C#N)(C#N)C(N)=C1C#N
CHEMBL1999535,3.0,CN(C)c1ccc(/C=N\NC(=O)c2cccc3cc[nH]c23)cc1
CHEMBL1577887,1.27,CCOC(=O)c1c(N)sc(N)c1C(=O)OCC
CHEMBL1607556,4.28,C=CCOc1ccc(/C=C2\SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)cc1
CHEMBL1489601,4.37,O=C(Nc1sc(-c2ccccc2)cc1C(=O)O)c1ccccc1
CHEMBL1556914,1.1,COC(=O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1
CHEMBL1382299,3.63,COc1cc(/C=C2/SC(=O)NC2=O)ccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CHEMBL1305972,3.88,COc1ccccc1NC1=C(C(N)=O)C(=N)C(C(=O)Nc2cccc(Cl)c2Cl)S1
CHEMBL1320319,3.22,CN(C)c1ccc(C(S)=NCc2ccco2)cc1
CHEMBL1362714,4.57,CC1(C)Nc2ccc(O)cc2-c2c1ssc2=S
CHEMBL1328778,3.36,COc1ccc(OC)c(S(=O)(=O)Nc2ccc(O)c3ccccc23)c1
CHEMBL1490684,3.54,CC(=O)N1CCN(c2ccc(NC(=S)NC(=O)COc3ccc(C(C)(C)C)cc3)cc2)CC1
CHEMBL1382760,2.45,CC(=O)c1cc(O)c2ccccc2c1O
CHEMBL1372470,3.26,COc1ccc(Nc2c([N+](=O)[O-])ccc3c2=NC2(CCCCC2)N=3)cc1
CHEMBL3196525,3.55,Oc1ccc(/C=N/Nc2nc(-c3cccnc3)nc3ccccc23)c(O)c1
CHEMBL1725983,4.64,COc1ccccc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1N/N=C/c1c(C)[nH]c2ccccc12
CHEMBL1573908,3.96,CCO/C(O)=C1/Sc2cc(C)ccc2N=C1C
CHEMBL3197431,3.41,C(=N/Nc1ccc2ccccc2n1)\c1ccc2c(c1)OCO2
CHEMBL1463829,4.41,CCCCn1c(NC(=O)c2ccco2)c(C(=O)OCC)c2nc3ccccc3nc21
CHEMBL1385412,3.45,CC(C)c1ccc(C2CC(=O)N3CN(C)CSC3=C2C#N)cc1
CHEMBL1385314,3.94,O=C(/C=C\Nc1ccc2c(c1)OCO2)c1ccc(Cl)s1
CHEMBL1581746,3.07,COc1ccc(/C=C2/C(=O)N(Cc3ccco3)C(=O)N(C(C)C)C2=O)cc1
CHEMBL1994837,2.02,NC(=S)N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1
CHEMBL1610056,0.93,CN(CCO)c1nc(N)c2c(N)nc3c(c2c1C#N)CC(=O)N3C1CCCC1
CHEMBL1481192,2.81,Cc1cccc(N2C(=O)NC(=O)/C(=C\C=C\c3ccco3)C2=O)c1
CHEMBL1541894,4.26,CCc1ccc2nc3sc(C(=O)Nc4nnc(CC)s4)c(N)c3cc2c1
CHEMBL1571875,4.28,O=C(CCl)Nc1ccc(N=Nc2ccccc2)cc1
CHEMBL1305450,4.16,COc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1
CHEMBL1375958,3.61,S=C(c1ccc(-c2cccc(Cl)c2)o1)N1CCOCC1
CHEMBL1523372,3.82,O=[N+]([O-])c1ccc(-c2cc(O)n3nc(-c4ccc(F)cc4)cc3n2)cc1
CHEMBL3145185,3.77,Nc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc2ncsc2c1
CHEMBL3145364,3.48,Cc1c(/N=N/c2c(-c3ccc([N+](=O)[O-])cc3)[nH]n(C(N)=S)c2=O)cccc1[N+](=O)[O-]
CHEMBL1478035,4.27,COc1ccc(-c2csc(Nc3ncccc3C)n2)cc1OC
CHEMBL3197901,3.65,C/C(=N\Nc1cccc2cccnc12)c1ccc(N)cc1
CHEMBL1371242,2.23,COc1ccc(C(=O)Nc2nnc(S(=O)(=O)N3CCC(C)CC3)s2)cc1OC
CHEMBL64894,4.46,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
CHEMBL6246,1.31,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
CHEMBL3191913,2.4,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccco3)c(=O)n2C1c1cccc(OC)c1
CHEMBL1426508,-0.58,COC(=O)[C@@H](N)CS.Cl
CHEMBL1308500,2.45,Cc1cc(O)nc2c(N=Nc3ccc(O)cc3)c(N)nn12
CHEMBL1374504,2.27,C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1
CHEMBL3144828,2.75,COc1ccc(-c2cc(=O)n(-c3ccc([N+](=O)[O-])cc3)[nH]2)cc1
CHEMBL3145367,1.95,CC(=O)Nc1ccc(/N=N/c2c(C)[nH]n(C(N)=S)c2=O)cc1
CHEMBL1564250,2.8,CN(C)C(=S)N=Nc1[nH]c2ccccc2c1O
CHEMBL2006221,2.74,CC(=O)O.CNc1nc(N/N=C/c2cc3c(cc2[N+](=O)[O-])OCO3)nc(Nc2ccccc2)n1
CHEMBL1430941,3.96,Cc1cccnc1Nc1nc(-c2ccc(O)cc2)cs1
CHEMBL1568413,4.09,CCCc1cc(C(=O)Cc2nc3ccccc3s2)c(O)cc1O
CHEMBL1490716,2.36,CCN1C(=O)/C(=C/c2ccc(N3CCCC3)cc2)NC1=S
CHEMBL1368562,3.77,O=C(Nc1ccccc1)N(O)c1ccc(Cl)cc1
CHEMBL1412368,2.65,O=C1CC(=O)N(CCc2ccccc2)C(=O)N1CCc1ccccc1
CHEMBL466853,6.09,CCN1/C(=C/C(C)=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-]
CHEMBL1336283,4.44,Cc1ccc(NC(S)=NNc2ccc([N+](=O)[O-])cc2S(=O)(=O)Nc2ccccc2C(=O)O)cc1C
CHEMBL1580372,3.31,O=C(NCc1ccco1)c1ccc2nc3sc4c(c3c(=O)n2c1)CCCC4
CHEMBL20562,0.21,N=C(N)S/C=C\C(=O)O
CHEMBL1309710,3.99,COC(=O)C1=C(C(=O)OC)SC2(S1)C(C(=O)OC)=C(C(=O)OC)SC1=C2c2cc(C)ccc2NC1(C)C
CHEMBL1366565,5.44,Cc1cc(N2CCCCC2)nc2ccc(NC(=O)c3cccc(Cl)c3)cc12
CHEMBL1569403,2.42,O=C(O)c1ccc(NC2=C(N3CCOCC3)C(=O)c3ccccc3C2=O)cc1
CHEMBL1455044,4.59,N#C/C(=C\C1=C(N2CCOCC2)/C(=C/c2cccc([N+](=O)[O-])c2)CC1)C(=O)Nc1ccccc1F
CHEMBL1337587,4.65,CNc1ccc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-]
CHEMBL1404190,3.51,Cn1c(O)c(N=NC(=O)c2ccccc2O)c2ccccc21
CHEMBL1436966,5.04,COc1ccccc1C(=O)Nc1ccc2nc(N3CCC(C)CC3)cc(C)c2c1
CHEMBL1431490,4.12,O=C(CSc1nnc(-c2ccco2)c(-c2ccco2)n1)Nc1ccccc1
CHEMBL1407056,5.21,C=CCn1c(NC(=O)c2ccc(Br)o2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21
CHEMBL1569232,4.24,O=C1c2ccccc2-c2onc3ccc(NCc4ccco4)c1c23
CHEMBL1382399,3.15,COC(=O)C1=C(C(=O)OC)C(c2cc(Br)ccc2O)c2sc(O)nc2S1
CHEMBL1607696,2.12,O=Cc1sc(=O)n(Cc2cccc(C(=O)O)c2)c1Cl
CHEMBL1312214,3.9,O=C(O)/C=C\C(=O)Nc1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1
CHEMBL294264,1.58,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21
CHEMBL51483,6.38,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
CHEMBL1408668,4.18,Cc1[nH]c2ccc(C(=O)Nc3ccc(F)cc3)cc2c1C
CHEMBL1400145,5.1,Cc1ccc2[nH]c(/C(C#N)=C/c3ccc(-c4cccc([N+](=O)[O-])c4)o3)nc2c1
CHEMBL1538223,4.83,Cc1ccc2[nH]c(/C(C#N)=C\c3ccc(N4CCCCC4)c([N+](=O)[O-])c3)nc2c1
CHEMBL1512633,4.28,COc1ccc2nc(NC(=O)c3nc(S(=O)(=O)Cc4cccc(C)c4)ncc3Cl)sc2c1
CHEMBL1412821,3.23,COc1ccc(C2NC3=C(CCCC3)C(C#N)(C#N)C2(C#N)C#N)cc1
CHEMBL1372025,4.01,CNc1ccc(/C=C2\CSc3ccccc3C2=O)cc1[N+](=O)[O-]
CHEMBL1330951,2.79,COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4
CHEMBL1598011,4.11,CC1=NN(c2ccccc2)C(=O)/C1=C/C=C/c1ccc(N(C)C)cc1
CHEMBL1535202,1.74,COC(=O)CSCc1nc2ccccc2nc1O
CHEMBL1437031,3.72,CCOC(=O)N1CCc2c(sc3c2C(O)=NC(c2cc(OC)c(OC)c(OC)c2)N3)C1
CHEMBL1371413,2.74,CCOc1ccc(C(=O)c2ccc(OC)c(O)c2O)cc1
CHEMBL3214487,4.0,CN(C)c1ccc(/C=N/NC(=O)/C(O)=C\C2=NC3(CCCC3)Cc3ccccc32)cc1
CHEMBL1511834,3.11,O=S(=O)(NNc1nccc(C(F)(F)F)n1)c1cccc(Cl)c1Cl
CHEMBL1394045,2.4,Nn1c(Nc2ccccc2)nc2sc3c(c2c1=O)CCC3
CHEMBL3193759,4.95,CCc1cccc2c(/C=N/NC(=O)c3cccc(S(=O)(=O)Nc4ccccc4Cl)c3)c[nH]c12
CHEMBL1329382,5.31,CCOC(=O)c1cnc2ccc(C)cc2c1Nc1ccc(N(CC)CC)cc1
CHEMBL1416387,4.05,COc1ccc2nc(Nc3ccccc3)sc2c1
CHEMBL1572875,2.81,O=C(COc1ccccc1Cl)N1CCN(c2ccc([N+](=O)[O-])c(N3CCOCC3)c2)CC1
CHEMBL1494630,2.25,O=[N+]([O-])C12CN(Cc3ccccc3)CN(CN(Cc3ccccc3)C1)C2
CHEMBL397442,2.35,CCNC(=O)c1c(N)sc2c1CCCCC2
CHEMBL1455110,4.98,O=C(C1=C(N2CCCC2)CCc2ccccc21)c1ccc(Cl)cc1
CHEMBL1417019,-0.14,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
CHEMBL1418590,2.54,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O
CHEMBL3210835,4.93,COc1cc(Br)cc(/C=N\c2cccc(C(F)(F)F)c2)c1O
CHEMBL1509338,3.45,O=C1c2ccccc2C(=O)c2c(Nc3ccc(CCO)cc3)ccc(O)c21
CHEMBL1547376,2.71,COc1cc2c3c(c1)/C(=C1/SC(NC(C)=O)=NC1=O)C(=O)N3C(C)(C)C=C2C
CHEMBL1546048,3.69,O=C(O)CC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S
CHEMBL1485134,2.07,COC(=O)CN1C(=O)C2(C(C#N)=C(N)Oc3c2c(C)nn3-c2ccccc2)c2ccccc21
CHEMBL1310644,2.08,Cc1cc(N2CCOCC2)ccc1/C=C\[N+](=O)[O-]
CHEMBL1542301,1.7,O=C1NNC(c2ccccc2)=N/C1=C\c1ccco1
CHEMBL1420393,3.3,O=C(/C=C/c1cccc([N+](=O)[O-])c1)n1cnc2ccccc21
CHEMBL1533452,4.28,Cc1sc2nc3c4ccccc4c(NCc4ccco4)nn3c(=O)c2c1C
CHEMBL1536878,5.38,O=C(c1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1
CHEMBL1446060,2.9,Cc1ccc(C(=O)NC(C#N)=C(Cl)Cl)cc1
CHEMBL1474701,3.28,O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc21
CHEMBL1509724,6.53,C=CCCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(Cl)cc3Cl)n2)s1
CHEMBL1566203,3.39,Cc1ccc(/C=C2\SC(=S)N(c3cccnc3)C2=O)o1
CHEMBL3198259,2.92,CC(C)OCCCNC1=C(Cl)C(=O)c2ccccc2C1=O
CHEMBL3195968,1.67,Cl.Nn1cnnc1N/N=C/c1cc(Br)cc(Br)c1O
CHEMBL3212972,3.47,Cc1ccc(S(=O)(=O)/N=C2/C=C(Sc3nc[nH]n3)C(=O)c3ccccc32)c(C)c1
CHEMBL1501376,3.92,CC1=NOC(=O)/C1=C/c1ccc(-c2ccc(Cl)cc2)o1
CHEMBL1349147,2.09,CCC(C(=O)O)N1C(=O)/C(=C/c2cccn2C)SC1=S
CHEMBL1364787,4.14,COc1ccc(C2C(C#N)=C(N)Oc3c2sc2nc(C)cc(C)c32)cc1
CHEMBL1443570,1.79,O=C(CSc1nnc(O)nc1O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
CHEMBL1417630,2.21,Cc1ccc(NCC(O)C(O)C(O)CO)c(N=Nc2ccccc2)c1C
CHEMBL2095095,4.12,O=C1C(Nc2ccccc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21
CHEMBL1495998,4.11,COc1cccc(N=Nc2c(N)nn3c(O)cc(-c4ccccc4)nc23)c1
CHEMBL1447002,5.88,CCCCC1=CC2=C(c3ccco3)C(=O)C(C)(OC(=O)c3ccc(OC)cc3)C(=O)C2=CN1Cc1ccco1
CHEMBL2000196,3.65,CC(=O)N(/N=C1\Sc2ccccc2C1=O)c1ccccc1C
CHEMBL1511179,4.42,Oc1ccc2ccccc2c1N=Nc1nccs1
CHEMBL1353449,3.17,COc1cc(/C=C2/C(C)=C(C#N)c3nc(N)c(C#N)c(C)c32)ccc1OCC(=O)O
CHEMBL533293,6.82,CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1
CHEMBL1313356,2.86,CN(C)S(=O)(=O)c1cccc(NC2=NN=C(c3ccccc3)CS2)c1
CHEMBL1599937,5.14,Cc1c(N=C(S)N=Nc2c(O)[nH]c3ccc(Br)cc23)c(=O)n(-c2ccccc2)n1C
CHEMBL1436940,4.34,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=C/C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
CHEMBL1465435,3.61,CC(=O)Nc1cccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c1
CHEMBL2000120,5.27,O=S(=O)(/N=C(\Sc1ccc(Cl)cc1)c1ccccc1)c1ccccc1
CHEMBL1378300,3.71,O=C1NC(=S)S/C1=C\c1cc2ccccc2nc1N1CCCCC1
CHEMBL3190069,0.46,COc1cccc(N/N=C2/C(=O)Nn3c2nc(C)cc3=O)c1
CHEMBL1468886,3.57,COc1ccc2nc(O)c(CNc3ccccc3OC)cc2c1
CHEMBL1350396,3.55,CC1=NN(Cc2ccccc2)C(=O)/C1=C\c1ccc(N(C)C)cc1
CHEMBL1391264,4.93,CCC(C)C(=O)N1c2ccccc2C(=C2SC(C(=O)OC)=C(C(=O)OC)S2)C(=S)C1(C)C
CHEMBL1528294,2.17,CCc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1
CHEMBL1304850,3.69,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(NCc2ccc(F)cc2)c([N+](=O)[O-])c1
CHEMBL1415638,3.53,CC(C)=NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1
CHEMBL404845,1.25,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2
CHEMBL1572332,1.63,O=C(CNC(=O)c1ccc(Br)cc1)NCC(=O)OCC(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL9637,3.13,Oc1ccc(/N=C(\S)Nc2ccc(O)cc2)cc1
CHEMBL3208443,1.78,COc1cc([N+](=O)[O-])cc(/C=N/NC(=O)c2ccc(C)nc2)c1O
CHEMBL1543190,3.14,NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(C1CC=CCC1)N2
CHEMBL1403722,3.18,O=C(Nc1ccc2c(c1)OCO2)c1ccc(N2CCCC2)c([N+](=O)[O-])c1
CHEMBL1594149,-1.49,Nc1c[n+](N2CCOCC2)no1
CHEMBL1321033,3.1,CC(=O)c1c(C)c(C)c2n1CCn1c(C)ccc1-2
CHEMBL1405071,4.27,Br.COc1ccc(-c2csc(Nc3ccc(O)cc3)n2)cc1
CHEMBL1366891,4.14,CC(=O)Nc1ccc(Nc2nc(C)c([N+](=O)[O-])c(Nc3ccccc3)n2)cc1
CHEMBL1256759,3.34,O=C(O)c1cc([N+](=O)[O-])ccc1NCCCc1ccccc1
CHEMBL1612974,3.99,CC(C)N1CCc2c(sc(NC(=O)c3cc4cc([N+](=O)[O-])ccc4s3)c2C(N)=O)C1.Cl
CHEMBL1967770,3.07,COCC/N=c1\scc(-c2ccc3c(c2)NC(=O)CO3)n1/N=C(\C)c1ccc(O)cc1
CHEMBL3189287,1.08,Cc1cc(/C=N/n2cnnc2)c(O)c([N+](=O)[O-])c1
CHEMBL1395903,4.28,COc1ccc2c(c1)Cc1sc(NC(=O)c3cccc(C)c3)nc1-2
CHEMBL1490772,3.54,Cc1ccc(N2NC(C)(c3cccs3)N=C2S)cc1
CHEMBL1418430,1.94,O=C1NC(=S)N(CCC2=CCCCC2)C(=O)/C1=C/NNC(=O)c1ccccc1
CHEMBL572994,1.96,O=c1ccsn1Cc1ccccc1
CHEMBL1524684,5.08,O=C(CCN1C(=O)/C(=C/C=C/c2ccccc2)SC1=S)Nc1nc2ccccc2s1
CHEMBL1327413,3.61,Br.Cc1nc2ncccn2c1-c1csc(Nc2ccc(O)cc2)n1
CHEMBL402053,2.35,O=C(O)CCCN1C(=O)/C(=C\c2ccco2)SC1=S
CHEMBL1547901,5.17,N#CC1=C(SCC(=O)c2ccccc2)N=C2CCCC(O)=C2C1c1ccco1
CHEMBL1334484,3.33,Nc1ncnc2oc(-c3ccco3)c(-c3ccco3)c12
CHEMBL1565180,4.36,Oc1ccc(N=Nc2n[nH]c(-c3ccc(Br)cc3)n2)cc1
CHEMBL1368949,2.92,CCN(CC)c1ccc(N)cc1S(=O)(=O)Nc1ccccc1OC
CHEMBL3196501,4.27,Br.C/C(=N/Nc1nc(-c2ccccc2)c(CC(=O)O)s1)c1ccccc1
CHEMBL1981657,0.78,N/C(=N\N=C/c1ccc(-c2ccc(O)c(C(=O)O)c2)o1)N[N+](=O)[O-]
CHEMBL3144970,5.05,Cc1[nH]n(-c2ncc(-c3ccccc3)s2)c(=O)c1C(c1ccc(Cl)cc1)C(C#N)C#N
CHEMBL1544131,3.07,Cc1ccc(-n2ncc(Br)c(Br)c2=O)cc1
CHEMBL1364771,4.69,CNc1ccc(/C=C/C(=O)c2cccc3ccccc23)cc1[N+](=O)[O-]
CHEMBL1307513,4.53,CCOC(=O)c1c(C)[nH]c(N=Nc2cccc(C)c2)c1C
CHEMBL1495188,3.66,CCOC(=O)c1c(C)c(C)n(Cc2cccc(OC)c2OC)c1C
CHEMBL1450895,,
CHEMBL1347030,4.6,O=C(/C=C/c1ccc2c(c1)OCCCO2)c1ccc2ccccc2c1O
CHEMBL1331257,4.22,CCOC(=O)c1c(C)[nH]c(N=Nc2ccccc2)c1C
CHEMBL3145067,2.71,O=c1cc(-c2ccccc2)[nH]n1-c1nc2ccccc2[nH]1
CHEMBL1489726,2.84,O=C(Nc1ccc(F)cc1)Nc1ccc(N2CCOCC2)c2nonc12
CHEMBL1391825,3.11,COc1ccc2c(c1)CCc1cc(C(=O)N3CCN(c4ccc(N5CCOCC5)nn4)CC3)sc1-2
CHEMBL1411344,1.1,O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccc(O)cc1
CHEMBL1311991,2.81,Cn1cccc1/C=C1\SC(Nc2cccc(O)c2)=NC1=O
CHEMBL1341718,3.77,CC(=O)N1CCN(c2ccc(NC(=O)c3ccc(N4CCCC4)c([N+](=O)[O-])c3)cc2Cl)CC1
CHEMBL1355140,3.05,COC(=O)c1c(SCC(=O)Nc2ccccc2OC)[nH]c2ccccc2c1=O
CHEMBL490129,3.43,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3.[Cl-]
CHEMBL1466471,4.92,Cc1cccc(NC(=O)Cn2c(O)c(N=NC(=O)c3ccccc3O)c3ccccc32)c1
CHEMBL1389047,3.96,CCOc1ccc2nc(N3C(=O)/C(=C/c4ccccc4)NC3=S)sc2c1
CHEMBL1336537,2.82,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(C(=O)NNc3nc4c(C)cccc4s3)cc2)CC1
CHEMBL3198025,3.67,C/N=c1\scc(-c2cccs2)n1/N=C(\C)c1ccco1
CHEMBL1504229,3.6,Cc1c(N2C(=O)/C(=C\c3ccccc3O)SC2=S)c(=O)n(-c2ccccc2)n1C
CHEMBL1613480,3.85,Cc1ccc(CN(Cc2cc3cc4c(cc3nc2O)OCCO4)Cc2nnnn2Cc2ccco2)cc1
CHEMBL3209299,3.82,Cc1ccc(O)c(/N=C/c2ccc(C)s2)c1
CHEMBL1557116,3.72,COC(=O)CC1(c2cccc3ccccc23)C(=O)c2ccccc2C1=O
CHEMBL1991442,1.68,O=C1Nn2c(nc3c(c2=O)CCCC3)/C1=N/Nc1cccc(Cl)c1
CHEMBL1597336,5.65,COc1ccc(NC(=O)c2c(NCc3ccc(C)o3)sc3c2CCC(C)C3)cc1
CHEMBL1401731,2.92,CCC[n+]1c(C)sc2c(OC)ccc(OC)c21.[I-]
CHEMBL3191701,3.76,Cc1ccc(NCC(=O)N/N=C/c2cc3ccccc3nc2Cl)cc1
CHEMBL1401841,2.8,COc1ccc2nc3cccc(OC)c3nc2c1
CHEMBL1521070,2.54,CCOC(=O)c1c(NC(=O)c2nc(S(C)(=O)=O)ncc2Cl)sc(C(C)=O)c1C
CHEMBL1338987,3.16,COc1ccc(N=C(S)NC(NC(=O)CCl)C(Cl)(Cl)Cl)c([N+](=O)[O-])c1
CHEMBL3190412,5.65,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
CHEMBL1399879,4.41,CCOC(=O)Cc1csc(NC(=O)c2sc3nc4ccc(CC)cc4cc3c2N)n1
CHEMBL1444565,3.86,CC(C)Nc1nnc(SCC(=O)Nc2ccc3c(c2)C(=O)c2ccccc2C3=O)s1
CHEMBL1545536,3.43,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(NCCOc2ccccc2)c([N+](=O)[O-])c1
CHEMBL1423125,2.86,Cc1ccc(C(=O)Nc2nc(=O)n(C(=O)c3ccccc3C)s2)cc1
CHEMBL1354280,5.22,COc1ccc(N2CCN(C(=O)CSc3c4c(nc5ccc(Cl)cc35)CCCC4)CC2)cc1
CHEMBL1327238,3.08,COc1ccc(C2=CSC3=NNC4(CCCCC4)NN23)cc1
CHEMBL1981675,0.74,CCOC(=O)C1=C(N)n2c(s/c(=C/c3ccco3)c2=O)=C(C(=O)OC)C1c1ccco1
CHEMBL1470236,3.63,C=CCOc1ccccc1CNc1ccc2c(c1)OCCO2.Cl
CHEMBL1443059,4.23,Cc1ccc(NC2=NC(=O)/C(=C/C=C/c3ccco3)S2)cc1
CHEMBL1312723,2.55,N#CC(C#N)=Cc1ccc(C=C(C#N)C#N)cc1
CHEMBL1562033,4.21,CCc1ccc2c(c1)C1(NN=C(c3cccc4ccccc34)S1)C(=O)N2
CHEMBL1392552,4.57,c1ccc(Nc2cccc(Nc3ccccc3)n2)cc1
CHEMBL1506757,5.27,Cc1cccc(CSc2nc3c(c(-c4cccs4)c2C#N)CN(C)CC3)c1
CHEMBL1967220,5.2,Cc1n[nH]c(C)c1Sc1ccccc1/N=C/c1cc(Cl)cc([N+](=O)[O-])c1O
